 92 1614  92 1520  92 1568  90  92  92 1538 1596  90 1516  88 1572  98 1566  90  88  94 2260  92  88  90  94  88 1556  92 1546  96 1584  92 1414  90  92  92 152 2040  96 4216  90 254 254  90 1502  96 1554  88  98 1776  90  92  92 236  90 1542  94 1516  92  94 1534  88  92  90 
 40  40  40  40  44  42  42  38  40  38  46  38  40  38  40  38  40  44  44  46  40  38  40  42  38  42  68  38  40  40  40  40  40  40  40  38  44  42  46  78  40  40  38  42  40  40  40  40  42  42  40  42  40  42  44  40  40  46  38  38  40  40  38  38 
 42  40  42  40  40  38  40  42  40  42  46  38  42  40  40  38  40  40  40  42  46  46  46  42  40  42  40  42  40  40  42  42  38  40  42  38  40  38  46  38  38  40  42  40  42  40  40  38  40  40  42  42  38  40  40  38  40  46  38  44  38  38  38  40 
 38  40  40  40  42  40  38  38  40  42  46  42  42  40  40  38  42  42  42  40  44  46  46  46  40  42  42  40  40  42  40  40  40  38  40  40  40  40  42  38  38  38  38  36  40  38  42  40  38  42  38  40  40  38  38  38  38  46  40  40  42  40  40  42 
 44  40  38  40  40  40  40  40  40  40  48  40  40  40  40  38  40  40  40  38  40  40  38  38  46  46  40  40  40  38  38  40  40  40  36  40  38  40  48  38  38  40  40  40  40  42  40  40  36  38  38  40  40  42  40  40  42  44  40  40  40  38  42  42 
 38  40  40  38  42  40  42  40  40  40  48  38  42  40  40  36  42  40  40  40  38  36  38  40  42  46  44  42  40  40  40  40  40  40  40  36  40  40  46  40  38  38  38  38  40  42  40  40  38  40  40  38  40  38  40  40  40  38  38  40  40  40  40  40 
 40  38  40  40  40  40  38  40  40  38  46  40  40  36  40  40  40  42  40  38  40  40  42  40  40  40  44  46  46  44  40  40  40  42  40  42  40  42  46  38  44  40  42  38  40  38  40  40  38  40  42  38  42  38  40  38  40  44  40  40  40  38  40  40 
 40  44  40  40  40  42  42  40  42  40  46  40  40  40  40  40  40  42  42  40  44  40  40  42  40  40  40  42  40  38  46  46  42  42  40  40  38  40  44  40  40  40  40  40  42  40  42  42  42  40  42  42  38  42  42  40  42  40  40  42  38  42  40  38 
 42  38  42  40  40  40  40  36  40  38  40  38  40  38  40  36  40  38  42  38  42  40  40  40  42  38  38  40  38  40  40  42  44  50  42  42  42  42  44  40  42  38  40  42  40  40  38  38  38  42  40  40  40  40  40  40  40  44  42  40  38  40  42  40 
 40  40  42  40  40  38  38  40  40  38  46  42  40  40  40  44  40  40 65535  38  38  40  42  42  40  40  40  42  40  38  40  44  46  50  48  44  40  40  46  40  38  40  40  38  40  40  40  40  40  42  38  40  40  42  40  42  40  38  40  42  38  42  38  40 
 92  44  40  42  42  40  40 516  94  42  40 512  40 514  96  92 516  94  96 522  42 518  96  96 490  96  42  40  42 478 510  92  40 452 510  92  48  40  46  42 516  94 510  96 65535  96 526  92  94  94 100  92  92 534  94  40 530  46 100  40  40 538 522  42 
 50  94  96 528  96 520  96  44  40  94  98  44  96  42  40  40  40  42  42  42  96  44  40  44  40  42 444  96  98  42  40  40  92  40  40  42  92  94 110 510  46  42  40  40  40  42  42  42  42  38  40  48  44  42  42  90  40  96  38 100  92  44  40  92 
 42  40  42  48  42  42  42  40  42  42  48  44  42  38  42  42  40  42  42  40  40  42  40  50  42  46  58  40  38  40  48  46  40  40  42  42  42  40  54  54  46  48  48  40  52  42  40  42  40  42  42  42  40  42  42  42  50  46  46  40  46  42  46  40 
 42  40  42  40  42  40  42  42  40  44  46  42  42  42  42  42  44  42  44  44  44  42  42  42  40  42  42  40  42  42  42  42  42  40  40  44  42  40  48  46  42  38  48  46  42  42  42  42  42  44  42  44  40  42  40  42  42  50  48  42  42  40  42  52 
 40  40  40  40  40  40  40  40  38  42  40  40  42  40  44  40  38  40  42  40  42  40  40  44  42  40  42  40  40  42  42  42  42  42  42  40  44  42  46  46  42  42  44  40  46  48  42  40  40  44  40  42  42  42  40  42  42  48  42  40  40  42  42  42 
 44  42  42  38  40  48  42  42  44  38  46  40  40  40  42  42  38  42  42  40  40  42  44  40  40  42  42  44  42  42  42  44  40  42  42  42  42  40  46  46  42  40  40  42  40  42  46  48  42  44  42  40  42  42  42  46  40  40  42  40  40  44  42  42 
 38  44  40  42  40  38  42  38  40  44  40  42  40  42  42  40  42  40  42  42  42  40  40  40  44  42  42  42  42  42  42  42  40  38  42  42  42  40  48  46  42  38  44  42  40  42  42  46  46  44  46  42  42  42  42  40  42  46  42  40  42  40  42  42 
 42  42  40  40  42  42  42  42  42  42  48  42  44  40  42  42  42  42  42  42  40  42  42  40  40  42  40  40  42  40  40  42  42  42  42  44  42  42  48  48  42  42  42  42  38  42  42  42  44  48  48  44  46  42  42  42  42  42  42  42  40  42  42  44 
 44  38  42  42  42  42  42  38  40  42  40  38  42  40  42  40  40  40  40  40  38  42  40  42  44  40  42  38  42  40  44  44  42  42  44  42  42  40  48  46  40  42  42  40  42  42  40  40  40  40  40  42  46  48  48  40  42  48  42  42  42  40  42  40 
