 92 1568 104 2492  92 1582  94 114  94 1556 1644  94 1608  98 1632  92 2062  96  96  94 1676  96  96  96  92  96 1730  94 1622  98 1570  98 2142  96  96  94 178 1446  98 6516  94 266 278  94 2106  92 1610  94  92 1552  96  96  92 346  96 2166  96 1628 106  94 1848  94  92 100 
 40  44  40  42  40  44  42  42  40  48  46  40  40  40  42  42  40  48  48  46  40  42  44  38  42  42  40  40  42  40  42  44  42  42  42  40  42  40  48  78  42  38  38  40  40  40  42  44  40  42  42  40  44  40  42  42  38  40  40  40  42  44  42  42 
 40  42  42  44  40  38  42  42  44  48  48  42  42  40  42  40  38  40  38  48  46  46  48  42  42  42  40  42  40  42  42  42  42  40  42  40  40  40  48  42  42  40  42  40  42  40  40  40  42  44  40  42  42  42  42  40  40  40  40  38  42  40  42  40 
 40  44  42  42  42  42  42  42  40  50  46  42  42  42  40  40  42  42  42  42  48  46  48  46  40  42  38  40  42  40  42  40  42  42  42  42  42  42  50  42  40  42  44  40  42  40  42  42  42  40  42  40  40  42  40  42  42  42  42  42  42  44  40  42 
 40  40  42  42  44  42  40  42  40  48  40  42  42  40  44  40  42  42  42  44  40  40  42  42  44  48  38  40  40  38  42  40  42  40  40  42  42  40  46  42  42  40  42  42  42  40  40  42  42  42  42  42  40  42  42  40  40  40  42  42  40  42  40  38 
 38  42  40  44  42  42  42  44  38  42  46  42  44  42  42  40  42  42  40  42  42  38  40  42  44  48  46  40  42  38  42  42  42  40  44  40  42  40  46  40  40  38  42  42  40  40  44  42  40  40  42  40  40  40  42  42  42  40  40  40  40  42  40  44 
 40  40  42  44  42  40  42  42  40  46  42  40  40  42  42  44  40  40  40  42  40  40  42  40  42  42  46  50  46  46  42  42  40  42  40  40  42  42  46  40  40  42  40  38  42  42  40  40  40  40  42  40  44  40  42  40  42  40  42  42  40  40  42  38 
 42  42  42  42  42  42  40  42  42  42  48  44  42  40  40  44  42  44  44  42  42  42  40  42  42  44  40  40  40  40  48  48  40  40  42  42  42  42  48  40  40  42  42  40  44  44  40  40  40  40  42  42  42  42  42  42  42  40  40  40  38  42  40  42 
 40  40  42  40  38  40  40  42  40  46  38  40  40  40  38  40  40  40  40  38  40  40  42  38  40  42  40  40  42  40  40  40  48  52  40  40  40  40  46  42  40  38  40  40  40  40  42  40  42  40  40  40  40  42  38  42  42  42  42  40  42  40  38  42 
 40  40  40  40  38  42  40  40  40  42  48  40  42  40  42  40  40  42  40  42  42  38  38  40  40  40  40  42  40  38  40  42  46  44  46  46  40  40  46  40  40  42  42  42  42  40  40  40  40  38  42  40  40  40  42  40  40  40  42  44  42  42  42  40 
 42  40  40  40  38  38  40  38  38  46  40  40  40  40  40  42  40  40  40  40  38  40  40  38  38  40  40  40  40  38  40  38  40  40  40  42  48  40  48  40  40  40  40  40  40  40  38  40  40  38  40  40  42  40  40  40  40  40  40  38  42  40  40  40 
 44  42  40  38  42  40  40  42  42  40  48  44  46  44  42  44  44  42  42  44  40  40  42  40  42  42  40  40  42  38  40  42  40  42  42  42  48  48  56  42  46  42  42  40  44  40  42  42  42  42  44  42  42  42  42  42  42  42  42  42  44  42  42  44 
 40  40  40  42  38  42  40  40  40  44  40  40  40  38  40  40  40  42  40  40  40  40  38  40  40  42  40  42  38  38  40  40  38  40  42  42  40  40  54  46  46  48  40  40  40  40  40  40  38  40  40  38  40  38  40  40  42  40  40  40  38  38  40  40 
 40  38  40  40  38  40  42  40  40  40  46  42  40  40  40  42  40  38  40  38  38  40  44  40  40  40  40  40  40  40  42  42  40  42  40  40  38  42  44  40  42  42  48  48  40  42  38  42  42  40  42  44  40  42  44  42  40  40  40  42  42  38  38  40 
 38  42  42  40  42  38  42  40  38  42  42  42  40  38  38  40  42  40  42  38  38  40  40  40  40  38  40  40  40  40  42  40  40  40  40  40  42  42  48  40  40  40  38  40  48  46  42  40  40  42  40  40  40  38  40  40  40  40  40  40  40  40  40  38 
 38  40  40  38  40  40  40  42  42  40  46  40  42  40  40  40  42  40  38  40  38  40  40  42  42  42  38  42  40  40  42  44  40  42  40  40  42  38  46  42  40  40  40  42  38  42  46  48  40  42  40  40  40  40  40  40  40  42  40  42  40  40  40  42 
 40  40  40  40  38  40  40  40  40  46  40  38  38  42  40  42  40  42  38  40  38  38  40  40  40  38  38  38  40  38  40  40  40  42  42  42  40  40  48  42  42  40  40  38  40  42  42  46  46  48  46  40  40  42  40  40  38  42  40  40  40  42  40  40 
 44  40  42  40  38  40  40  40  42  40  46  44  40  40  42  42  42  40  42  42  40  42  42  42  42  42  42  40  40  42  38  42  40  40  42  42  40  40  48  42  42  44  42  44  40  42  40  40  40  46  48  46  48  42  40  42  40  38  44  40  44  40  42  42 
 42  40  38  40  40  40  38  40  42  46  40  40  42  42  38  40  40  40  40  40  40  42  40  38  40  40  42  42  40  42  40  42  40  40  42  42  40  40  48  42  38  42  40  40  40  40  40  42  40  40  40  40  46  48  46  38  40  38  40  40  38  38  42  40 
 42  40  40  42  42  40  40  40  38  40  48  40  42  40  42  40  40  42  40  38  40  38  40  42  38  40  38  38  42  40  42  40  40  40  40  42  40  42  48  40  40  42  40  42  38  40  40  40  42  40  40  40  40  42  48  46  40  42  40  42  40  40  40  42 
 38  40  40  42  40  40  40  38  40  46  40  42  42  38  40  40  40  38  40  40  40  38  38  42  42  40  38  40  40  40  40  40  42  40  40  42  40  42  46  42  40  40  40  40  42  42  42  42  40  42  42  42  40  40  40  46  46  40  40  40  40  40  40  40 
 42  40  44  42  42  40  40  42  40  42  46  42  44  42  42  44  42  40  40  42  42  42  42  42  42  44  40  42  42  42  42  44  40  42  44  42  42  42  48  42  40  44  42  42  40  42  40  42  44  42  40  42  40  42  40  40  44  44  46  42  42  42  40  42 
