 94 1688  94 1654  96 2054  96  94  94 2028 1696 100 2094  96 1550 100 1878  92  96  96 1618 100  92  92  96  92 2656  94 1836  98 2644 100 1558  96  94  96 148 2098 102 5998  96 274 272  92 1770  98 1924  94 102 1522  90  96  96 332  96 1518  92 1820  92  92 1690  94 100  94 
 40  38  40  40  42  40  40  42  42  38  46  42  44  40  40  42  38  52  46  48  40  42  40  42  40  40  42  40  40  42  42  42  42  40  42  46  40  42  44  76  40  38  48  40  42  40  38  40  40  40  42  40  42  38  40  40  44  42  40  40  42  44  50  40 
 40  42  42  40  44  44  38  42  40  40  46  42  40  40  44  42  40  40  40  46  50  48  46  40  42  44  40  40  40  42  42  42  42  42 612  46  44  42  50  46  44  40  40  42  42  44  42  42  44  44  42  38  42  42  42  40  42  40  44  40  42  40  38  40 
 40  40  42  42  40  42  44  42  42  38  48  42  42  42  40  38  42  40  42  40  46  54  46  46  42  40  40  42  42  42  44  40  42  42  50  46  40  44  48  42  40  38  42  42  42  40  40  44  42  42  40  40  42  44  40  44  42  40  40  40  42  42  42  42 
 40  40  40  40  42  42  42  40  42  40  42  44  42  40  42  42  42  42  40  40  40  40  44  40  46  48  40  42  42  40  40  40  42  40  54  50  40  42  44  38  44  40  40  42  42  40  40  40  42  42  42  38  42  42  42  40  44  42  38  42  40  42  40  38 
 42  42  44  42  44  42  44  42  42  44  48  40  42  42  42  42  42  42  44  40  42  42  44  40  40  48  48  42  40  42  42  42  42  40  42  42  40  40  50  40  42  42  42  44  42  42  40  44  42  42  42  40  42  42  40  40  40  42  42  40  42  44  42  40 
 42  42  42  40  38  40  40  40  40  38  42  40  40  40  42  40  40  40  42  40  42  40  42  40  40  40  48  46  48  48  38  40  40  38  46  46  40  40  46  40  40  40  38  40  42  42  40  42  42  40  40  38  40  40  40  42  40  40  42  40  40  42  40  42 
 40  40  42  42  40  38  42  38  38  44  48  40  42  40  40  40  38  40  42  42  42  40  42  42  42  42  40  40  42  40  46  46  40  38  40  40  42  42  46  44  40  38  40  40  42  40  40  42  42  42  40  38  40  40  40  40  40  42  38  38  42  38  42  42 
 42  40  40  42  40  40  40  40  42  38  40  40  38  40  42  40  40  40  40  40  40  40  42  42  38  40  40  42  42  40  40  40  46  46  48  46  40  40  46  40  40  40  40  40  38  40  40  40  40  40  40  40  40  40  40  40  42  40  40  42  40  40  40  42 
 44  42  42  42  42  40  40  40  44  42  46  42  42  42  44  44  44  40  40  42  42  44  42  42  44  42  44  42  44  44  42  40  48  50  48  48  42  44  46  40  42  44  42  42  40  42  40  42  42  42  44  42  40  42  42  44  42  44  42  40  40  42  42  42 
 40  40  42  42  42  40  40  40  40  40  40  42  40  40  40  42  40  40  42  40  40  40  38  40  40  42  40  40  40  40  40  40  40  42  44  54  48  42  46  40  40  42  40  40  42  40  42  42  40  40  40  38  38  42  40  38  42  40  38  40  38  40  40  42 
 38  40  40  38  40  42  42  40  44  40  46  40  42  42  44  42  40  42  40  44  42  42  40  42  38  40  38  40  40  42  40  42  40  42  40  42  46  48  54  40  46  40  40  42  40  42  42  40  40  44  40  40  42  42  42  42  42  44  40  40  42  38  40  40 
